index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
872	main-captions	MSRvid	2012test	2009	none	none	A motorbike rider is running over a man 	The horse is being ridden by a man	1.5
873	main-captions	MSRvid	2012test	2011	none	none	A man is riding the animal	A man is riding a motorbike	3.0
874	main-captions	MSRvid	2012test	2012	none	none	The man is on the ride with the horse	A man is riding a motorbike	1.9
875	main-captions	MSRvid	2012test	2014	none	none	A magic trick is being performed by the magician	The man is doing a magic trick	4.3
876	main-captions	MSRvid	2012test	2015	none	none	The man isn't doing a magic trick	The man is doing a magic trick	3.6
877	main-captions	MSRvid	2012test	2016	none	none	The man is doing a magic trick	The kid, who is doing magic, is tricking an old man	3.4
878	main-captions	MSRvid	2012test	2018	none	none	A man is dangerously throwing knives at a tree	A man is dangerously extracting knives from a tree	3.6
879	main-captions	MSRvid	2012test	2020	none	none	A man is dangerously throwing knives at the tree	The man is doing a magic trick	2.5
880	main-captions	MSRvid	2012test	2023	none	none	A man is dangerously throwing knives at a tree	A magic trick is being performed by the magician	2.1
881	main-captions	MSRvid	2012test	2024	none	none	A man is dangerously throwing knives at a tree	The man isn't doing a magic trick	2.0
882	main-captions	MSRvid	2012test	2025	none	none	The kid, who is doing magic, is tricking an old man	A man is dangerously throwing knives at a tree	1.5
883	main-captions	MSRvid	2012test	2027	none	none	The guitar is being played by a lady	The guitar is being played by a girl	4.3
884	main-captions	MSRvid	2012test	2029	none	none	The guitar is being played by a lady	The play for the ladies requires a guitar	2.6
885	main-captions	MSRvid	2012test	2030	none	none	The man is practicing the guitar	The person is practicing the guitar	4.6
886	main-captions	MSRvid	2012test	2035	none	none	The practicing person doesn't like the guitar	The guitar is being played by a lady	3.1
887	main-captions	MSRvid	2012test	2037	none	none	The person is practicing the guitar	The guitar is being sold by a lady	2.0
888	main-captions	MSRvid	2012test	2038	none	none	The person is practicing the guitar	The play for the ladies requires a guitar	2.3
889	main-captions	MSRvid	2012test	2040	none	none	The boy is enthusiastically playing in the mud	The boy is playing in the mud	4.5
890	main-captions	MSRvid	2012test	2041	none	none	The boy is playing in the mud	The boy isn't playing in the mud	3.4
891	main-captions	MSRvid	2012test	2045	none	none	A cat is playing with a device	A playing device is amusing a cat	4.085
892	main-captions	MSRvid	2012test	2047	none	none	The boy is playing in the mud	There is no cat playing with a device	1.2
893	main-captions	MSRvid	2012test	2049	none	none	A cat is playing with a device	The boy is enthusiastically playing in the mud	1.0
894	main-captions	MSRvid	2012test	2051	none	none	A cat is playing with a device	Mud is being thrown to the playing boy	1.2
895	main-captions	MSRvid	2012test	2052	none	none	A cat is playing with a device	The boy is playing in the mud	1.5
896	main-captions	MSRvid	2012test	2055	none	none	The woman is eating some cut pieces of raw meat	Some meat is being cut into pieces by a woman	3.3
897	main-captions	MSRvid	2012test	2056	none	none	A lady is cutting up some meat precisely	A lady is cutting up some meat	4.5
898	main-captions	MSRvid	2012test	2059	none	none	There is no lady cutting up some meat	Some meat is being cut into pieces by a woman	2.6
899	main-captions	MSRvid	2012test	2061	none	none	Some meat is being stitched together by a woman	A lady is cutting up some meat	3.5
900	main-captions	MSRvid	2012test	2064	none	none	A boy in his teens is talking to a girl with an internet camera	A boy in his teens is talking to a girl with a webcam	4.7
901	main-captions	MSRvid	2012test	2066	none	none	A boy in his teens is talking to a girl with a webcam	The teens are talking to a boy and a girl with a webcam	3.9
902	main-captions	MSRvid	2012test	2067	none	none	One man is talking to a girl with an internet camera	One man is chatting with a girl with an internet camera	5.0
903	main-captions	MSRvid	2012test	2068	none	none	A man is ignoring a girl via an internet camera	One man is talking to a girl with an internet camera	4.1
904	main-captions	MSRvid	2012test	2070	none	none	A man is ignoring a girl via an internet camera	A boy in his teens is talking to a girl with a webcam	3.2
905	main-captions	MSRvid	2012test	2072	none	none	One man is talking to a girl with an internet camera	A boy in his teens isn't talking to a girl with a webcam	3.0
906	main-captions	MSRvid	2012test	2073	none	none	One man is talking to a girl with an internet camera	The teens are talking to a boy and a girl with a webcam	3.1
907	main-captions	MSRvid	2012test	2075	none	none	Eggs are being strongly whisked in a bowl by a person	A person is strongly whisking eggs in a bowl	4.8
908	main-captions	MSRvid	2012test	2076	none	none	A person is strongly whisking eggs in a bowl	A person is removing eggs from a bowl	2.6
909	main-captions	MSRvid	2012test	2078	none	none	A woman is beating two eggs in a bowl and using a whisk made of wire	One woman is beating two eggs in the bowl and using a whisk made of wire	5.0
910	main-captions	MSRvid	2012test	2079	none	none	A woman is beating two eggs in a bowl and using a whisk made of wire	There is no woman beating two eggs in a bowl and using a whisk made of wire	4.0
911	main-captions	MSRvid	2012test	2080	none	none	A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk 	A woman is beating two eggs in a bowl and using a whisk made of wire	3.2
912	main-captions	MSRvid	2012test	2081	none	none	A person is strongly whisking eggs in a bowl	One woman is beating two eggs in the bowl and using a whisk made of wire	4.2
913	main-captions	MSRvid	2012test	2082	none	none	A person is strongly whisking eggs in a bowl	There is no woman beating two eggs in a bowl and using a whisk made of wire	3.0
914	main-captions	MSRvid	2012test	2084	none	none	A woman is beating two eggs in a bowl and using a whisk made of wire	Eggs are being strongly whisked in a bowl by a person	4.3
915	main-captions	MSRvid	2012test	2086	none	none	A woman is beating two eggs in a bowl and using a whisk made of wire	A strong person is leaving the whisk in the bowl near the eggs	3.3
916	main-captions	MSRvid	2012test	2087	none	none	A woman is beating two eggs in a bowl and using a whisk made of wire	A person is strongly whisking eggs in a bowl	4.6
917	main-captions	MSRvid	2012test	2088	none	none	An interview is being granted by the man	The man is granting an interview	4.8
918	main-captions	MSRvid	2012test	2090	none	none	The interviewer is granting a break to the man	The man is granting an interview	3.2
919	main-captions	MSRvid	2012test	2091	none	none	A white car is being driven by the man	A person is driving the white car	4.7
920	main-captions	MSRvid	2012test	2092	none	none	There is no white car being driven by the man	A white car is being driven by the man	3.5
921	main-captions	MSRvid	2012test	2094	none	none	The man is granting an interview	A person is driving the white car	1.1
922	main-captions	MSRvid	2012test	2097	none	none	A white car is being driven by the man	An interview is being granted by the man	1.45
923	main-captions	MSRvid	2012test	2098	none	none	The man is denying an interview	A white car is being driven by the man	1.0
924	main-captions	MSRvid	2012test	2100	none	none	The man is granting an interview	A white car is being driven by the man	1.2
925	main-captions	MSRvid	2012test	2102	none	none	There is no rope being climbed by a man	A rope is being climbed by a man	3.8
926	main-captions	MSRvid	2012test	2103	none	none	A man is being roped by a climber	A rope is being climbed by a man	3.3
927	main-captions	MSRvid	2012test	2104	none	none	A man is mindlessly slicing the carrot with a machine	A man is slicing the carrot with a machine	4.3
928	main-captions	MSRvid	2012test	2105	none	none	A man is removing a carrot from a machine	A man is slicing the carrot with a machine	3.2
929	main-captions	MSRvid	2012test	2107	none	none	A rope is being climbed by a man	A man is mindlessly slicing the carrot with a machine	1.1
930	main-captions	MSRvid	2012test	2109	none	none	A rope is being climbed by a man	A man is eating a carrot sliced by a machine	1.0
931	main-captions	MSRvid	2012test	2112	none	none	A man is slicing the carrot with a machine	A man is being roped by a climber	1.2
932	main-captions	MSRvid	2012test	2113	none	none	A rope is being climbed by a man	A man is slicing the carrot with a machine	1.3
933	main-captions	MSRvid	2012test	2115	none	none	The cat is licking milk from a saucer	The cat isn't licking milk from a saucer	3.4
934	main-captions	MSRvid	2012test	2117	none	none	Some milk is being hungrily drunk by a cat	The cat is hungrily drinking milk	4.8
935	main-captions	MSRvid	2012test	2118	none	none	There is no cat hungrily drinking milk	The cat is hungrily drinking milk	3.7
936	main-captions	MSRvid	2012test	2119	none	none	The cat is hungrily drinking milk	Drinking milk helps a cat's hunger	3.3
937	main-captions	MSRvid	2012test	2121	none	none	The cat is licking milk from a saucer	There is no cat hungrily drinking milk	2.6
938	main-captions	MSRvid	2012test	2122	none	none	Drinking milk helps a cat's hunger	The cat is licking milk from a saucer	3.4
939	main-captions	MSRvid	2012test	2123	none	none	The cat is licking a shallow dish full of milk	The cat is hungrily drinking milk	4.1
940	main-captions	MSRvid	2012test	2124	none	none	The cat isn't licking milk from a saucer	The cat is hungrily drinking milk	4.3
941	main-captions	MSRvid	2012test	2125	none	none	The cat is hungrily drinking milk	A lick of milk sauce is being given to the cat	3.7
942	main-captions	MSRvid	2012test	2132	none	none	A baby is playing with a dog 	A small boy is scolding a dog	3.0
943	main-captions	MSRvid	2012test	2139	none	none	The man is slicing some potatoes	The man is slicing potatoes	5.0
944	main-captions	MSRvid	2012test	2141	none	none	The man is eating potato slices	The man is slicing potatoes	3.6
945	main-captions	MSRvid	2012test	2144	none	none	A woman is peeling a potato	The man is eating potato slices	2.5
946	main-captions	MSRvid	2012test	2145	none	none	The man is slicing potatoes	A potato is being peeled by a woman	3.5
947	main-captions	MSRvid	2012test	2146	none	none	The man is slicing potatoes	There is no woman peeling a potato	3.4
948	main-captions	MSRvid	2012test	2148	none	none	The man is slicing potatoes	A woman is peeling a potato	3.4
949	main-captions	MSRvid	2012test	2150	none	none	A man is taking pictures of a lake	A man is tearing up the pictures of a lake	3.4
950	main-captions	MSRvid	2012test	2153	none	none	The man is setting up the camera and taking sunset pictures at the beach	The man is putting away the camera and walks away from the beach	3.5
951	main-captions	MSRvid	2012test	2163	none	none	A woman is unstitching with a machine	A woman is sewing with a machine	3.6
952	main-captions	MSRvid	2012test	2164	none	none	A woman is using a machine made for sewing	A woman is using a sewing machine	4.8
953	main-captions	MSRvid	2012test	2165	none	none	A woman is using a sewing machine	There is no woman using a sewing machine	4.1
954	main-captions	MSRvid	2012test	2167	none	none	A woman is sewing with a machine	There is no woman using a sewing machine	3.2
955	main-captions	MSRvid	2012test	2170	none	none	A woman is using a sewing machine	A woman is sewing with a machine	5.0
956	main-captions	MSRvid	2012test	2171	none	none	An egg is being cracked into a bowl by a woman	A woman is cracking an egg into a bowl	5.0
957	main-captions	MSRvid	2012test	2172	none	none	A woman is cracking an egg into a bowl	There is no woman cracking an egg into a bowl	3.8
958	main-captions	MSRvid	2012test	2175	none	none	The woman is cracking two eggs into a glass bowl	The woman is not cracking two eggs into a glass bowl	3.3
959	main-captions	MSRvid	2012test	2176	none	none	The woman is cracking two eggs into a bowl made of glass	A woman is cracking an egg into a bowl	4.5
